"";"1";"2";"3";"4";"5";"class"
"36";1,04679546502445e-30;5,10255483717871e-51;1;6,30604820206238e-71;5,99883624928138e-23;3
"37";1,13709784522535e-10;2,02566507442477e-44;0,99999999988629;1,67619033679314e-52;5,67002718914986e-34;3
"38";1;8,1917592651652e-44;4,60962427341657e-18;1,33693986433082e-44;3,27544961040790e-48;1
"39";1;6,7017032314744e-27;5,90988829330066e-49;9,80935045569573e-37;7,03509082379804e-22;1
"40";6,34026190994469e-17;2,72295746188645e-26;1,45426484998811e-132;1;3,61581229883077e-113;4
"41";1,45221196399915e-19;9,1966702950089e-31;1,16849871106216e-08;1,29387785177088e-49;0,999999988315013;5
"42";1;4,25016361630071e-32;6,2986699169772e-21;2,09971711055656e-40;4,69538684953517e-27;1
"43";1;7,2600734767771e-35;8,63120764518379e-31;3,78629778099299e-42;2,4186399355635e-22;1
"44";1;9,08613055397058e-33;1,13419434940617e-63;8,98848113373384e-33;3,66196102810872e-54;1
"45";5,46024720186065e-18;2,62137937264389e-37;0,999999982785956;1,81908590424859e-56;1,72140444150401e-08;3
"46";1,40489953096588e-26;1,30689560304927e-32;1,41517005880238e-21;1,94686454037064e-56;1;5
"47";7,60383284697243e-21;4,95281219971644e-30;1;4,14260277091367e-50;5,26015771500914e-23;3
"48";1;5,89079432047015e-44;3,26335333292971e-59;1,39072588485290e-32;7,7927081987769e-69;1
"49";1;4,84238518243564e-42;5,25405269371529e-16;4,71618768492465e-42;1,01389060705179e-43;1
"50";1,7469999916266e-47;6,02512639124971e-19;4,19890108069759e-39;3,29919469503466e-51;1;5
"51";3,35886859165007e-22;2,34157096283004e-49;1;4,26911994810021e-60;2,10093153620126e-40;3
"52";1;9,24288796335998e-32;1,06167441867925e-51;6,67529063779347e-38;6,16680970864264e-31;1
"53";2,23234003531299e-12;6,9448611167996e-43;0,999999999997768;9,6190382564319e-50;6,0144524300789e-39;3
"54";5,39670953985922e-33;7,05762316726612e-54;1;9,20620916190231e-73;6,20263015819353e-29;3
"55";1,471520697014e-22;6,89615431540664e-46;1;4,43281123520472e-65;3,35577121722147e-21;3
"56";1;6,7017032314744e-27;5,90988829330066e-49;9,80935045569573e-37;7,03509082379804e-22;1
"57";5,53264986350844e-23;2,83239814882896e-35;4,61661159350333e-16;1,77800610467138e-59;1;5
"58";1,83185119522852e-20;2,94091888775955e-18;2,44653046161735e-36;1,18714653980994e-41;1;5
"59";7,60383284697243e-21;4,95281219971644e-30;1;4,14260277091367e-50;5,26015771500914e-23;3
"60";5,82217861038816e-21;1,22875348301081e-45;1;1,17302056368887e-63;3,61815524264302e-17;3
"61";2,18360624655689e-25;1,00573466341829e-50;1;8,33819576414893e-64;4,45152593712044e-34;3
"62";3,06684614137895e-17;0,0128091382951441;4,47878016594715e-33;1,92595136875731e-32;0,987190861704856;5
"63";1,54066717044802e-47;1;3,06194377469547e-158;2,56824421288048e-27;2,08675352736269e-60;2
"64";2,20680363061532e-51;1,02278381314422e-19;1,7422145779059e-62;9,1180382907695e-63;1;5
"65";1,54596060768254e-17;3,35468872318334e-52;1;3,71819414942795e-61;4,21374561241057e-32;3
"66";1,57756658857913e-159;1;2,93285431328806e-291;1,14250132827650e-70;2,55428748093185e-93;2
"67";2,8553931630029e-159;1;1,00027503225621e-291;7,77254695387204e-72;5,41007054300417e-91;2
"68";1,05776460495026e-159;1;6,0838383262514e-297;3,39420631506462e-69;2,24718688758352e-97;2
"69";1,65908202060688e-159;1;4,21890834649313e-307;1,05459132061747e-69;1,91066415854505e-99;2
"70";1,11941328125523e-297;1;0;6,7001932269026e-58;0;2
"71";3,29778527993901e-54;1;6,8541029403392e-135;1,09877644728923e-30;4,87087466169258e-45;2
"72";8,7726446534109e-14;1,32793446071878e-10;6,25314624369532e-142;0,999999999867119;4,69080951303752e-47;4
"73";0,9999999999604;2,83030760123344e-27;6,47157056116834e-114;3,96002519095504e-11;1,13834403692453e-102;1
"74";3,62496056493124e-63;1,69237914515084e-44;0;1;1,21174463326898e-233;4
"75";8,09078965462388e-57;1;1,85689307788307e-163;3,94590916218609e-24;1,31957602071128e-31;2
"76";1;5,01237258033423e-42;1,95559194329358e-54;3,39519507680485e-30;8,3797687637613e-62;1
"77";1;3,85909214568288e-30;6,74298134332098e-35;1,45672822989511e-34;6,62134001353277e-27;1
"78";7,82232139294881e-11;4,37687738979221e-16;1,41068548811000e-59;1,08924061401710e-28;0,999999999921776;5
"79";7,63408483951163e-71;9,60501543576345e-43;0;1;1,26187789767805e-233;4
"80";1,01826857532962e-13;2,33692851425387e-27;0,999996820778834;3,34002749679483e-43;3,17922106381760e-06;3
"81";0,999999999995638;1,15496840634605e-41;4,36153366837654e-12;4,00201780925719e-40;2,37881184784153e-45;1
"82";4,62868315741049e-55;0,99999998517248;9,52732468149752e-240;1,48275203349652e-08;1,2801102427173e-135;2
"83";3,1703928763538e-38;1,90848155672029e-33;0,999581542172444;4,99864756340651e-65;0,000418457827555561;3
"84";1;3,24542483301887e-38;3,30383469065062e-21;1,63419796183326e-32;8,71571878308027e-52;1
"85";1;2,7045854353506e-36;2,29114846394167e-31;1,43018383046142e-24;3,16876697626619e-64;1
"86";0,99999999813363;6,58359982899431e-18;6,19946392216113e-100;1,86637068411596e-09;1,09048688214384e-71;1
"87";9,24445156011045e-55;2,43853850643754e-64;0;1;3,54116304087926e-260;4
"88";6,14596276651042e-47;1,53038512731175e-24;3,74816051798518e-68;2,24910733367484e-61;1;5
"89";1,43821458154372e-184;3,04415748629358e-44;0;1;0;4
"90";0,999999999999997;3,68584889823762e-18;8,88970546072694e-56;3,02353479923321e-15;2,48277351677504e-60;1
"91";1,08919251720430e-08;0,999999989035874;1,04375121034665e-68;1,42204722982824e-21;7,22003609211385e-11;2
"92";1,3688803050808e-34;5,16492677454143e-32;4,87110755424313e-06;6,51475033271269e-60;0,999995128892446;5
"93";2,58241674164842e-75;3,29131460847801e-70;0;1;2,08515750634112e-305;4
"94";1;6,09786364766344e-34;3,49323118564947e-60;4,55856886887020e-29;2,77438229075346e-43;1
"95";1;7,63099361380738e-41;2,44758779241235e-38;9,39195946655376e-40;3,74810484710146e-33;1
"96";7,98212280468013e-290;1,64975165053062e-98;0;1;0;4
"97";1;1,30970367975945e-38;6,80536367598046e-58;1,28184468073912e-33;7,59868161597841e-39;1
"98";1,19716948057869e-48;1;1,25855930791813e-139;1,37003422446614e-33;9,24301188003286e-35;2
"99";1;1,87199818907766e-36;2,19993647948415e-50;5,13424282897021e-37;1,10953447088935e-32;1
"100";1;3,34487006842227e-39;3,2082921496355e-40;2,06397971736416e-39;1,36309402680966e-30;1
