"";"1";"2";"3";"4";"5";"class"
"28";5,44777639495484e-66;2,93793070729399e-29;1,63570787822398e-82;2,15616828422330e-92;1;5
"29";2,61263890115882e-49;6,99730435381164e-40;2,50170194972669e-28;1,85796415531658e-29;1;5
"30";1,33982607058670e-41;3,81087267841716e-67;1;1,29703306176754e-39;7,67322457645131e-38;3
"31";6,83079677085907e-34;3,82281876296939e-61;1;6,8936961128714e-38;5,00406917170374e-35;3
"32";1,88017823709466e-13;2,57328991059323e-34;0,9999999999996;1,59774212838442e-17;2,10982385828601e-13;3
"33";1,8523373754263e-27;1,86243420116655e-43;0,999999999999995;1,84552322462157e-20;5,03939120265151e-15;3
"34";6,98326771139952e-22;1,71011463333848e-56;1;2,89682563453882e-16;1,66181843974356e-39;3
"35";3,96816485301328e-35;1,56776607742475e-65;1;2,04020808848973e-33;4,26120390307136e-41;3
"36";2,42154079870723e-39;1,86136740472838e-65;1;2,52547032438175e-33;7,12412697091578e-38;3
"37";1,33361143615152e-14;7,56772544709539e-47;0,999999999992074;7,91301711114546e-12;4,97705947555181e-33;3
"38";1,10519729690478e-05;6,60599524668839e-41;1,37348447891084e-17;0,999988948027031;7,002895086105e-37;4
"39";2,19878961258331e-43;1,37368091936332e-52;1,76816906225961e-58;1;4,75812925901875e-40;4
"40";0,999999999999964;3,56935757704275e-14;2,36182836927498e-130;7,98278514395166e-114;2,3987746063141e-50;1
"41";1,88886472490253e-27;4,69751816673577e-46;1;5,32093942385272e-28;1,14314367451997e-19;3
"42";3,09248469433055e-21;7,4087861746621e-43;1,54623387220148e-23;1;3,62625541563317e-32;4
"43";2,28451578869161e-40;3,54914004492739e-59;1,51822987263530e-44;1;1,68517946999264e-46;4
"44";7,11522510377008e-06;6,62766171424482e-24;6,43944872993193e-51;0,999992884774896;1,00020035027949e-26;4
"45";3,06361815833951e-34;4,1802829227598e-55;1;7,50122318773694e-17;1,01005546475788e-27;3
"46";5,82132810468325e-28;1,47303939085244e-41;0,999999999315253;9,38407475246843e-21;6,84747051432356e-10;3
"47";2,61147666739469e-20;9,409453658878e-45;1;6,46941983738606e-48;1,45184028168889e-21;3
"48";0,99999999999643;3,17203631513847e-30;1,31959912505553e-53;3,57026980924052e-12;7,01862836855448e-42;1
"49";0,000550034761138593;1,04630231230972e-37;3,97578995626095e-14;0,999449965238822;2,86866823778193e-33;4
"50";9,92230217175896e-41;4,32487397648289e-36;2,67967999709952e-17;1,29531562316481e-82;1;5
"51";1,35361135702319e-16;4,76068234797795e-53;1;1,84542745062322e-39;2,07418850914104e-37;3
"52";1,04828314070287e-40;2,2471030220617e-53;1,90394890616973e-61;1;9,41333577219625e-45;4
"53";1,74515802812044e-06;6,56813240836048e-44;0,999998254841972;2,34473015367558e-30;1,10262760262823e-32;3
"54";3,49252370510452e-38;8,63072124766584e-67;1;7,94072134587506e-39;1,78340748976730e-40;3
"55";9,61867044053972e-34;8,42154231269066e-61;1;5,07528039172548e-22;7,32719212778613e-35;3
"56";2,19878961258331e-43;1,37368091936332e-52;1,76816906225961e-58;1;4,75812925901875e-40;4
"57";1,94751113580699e-33;2,77712754387613e-47;0,99999979249624;2,07503755799708e-07;4,82693619403912e-15;3
"58";1,85665732103742e-28;9,01680837290584e-27;5,15439998656146e-16;2,90455855989783e-18;1;5
"59";2,61147666739469e-20;9,409453658878e-45;1;6,46941983738606e-48;1,45184028168889e-21;3
"60";3,26776996780346e-34;4,1682173927637e-60;1;4,89713118925566e-16;8,86536569019226e-34;3
"61";1,72923789775545e-23;5,93379242307504e-58;1;2,60323340703358e-38;4,35864822427867e-38;3
"62";1,20383037927150e-29;4,96394128593411e-30;1,84467053557692e-26;2,00725147134588e-43;1;5
"63";1,33563973653892e-50;2,39953132000724e-11;6,63152783951531e-126;5,45346306562491e-85;0,999999999976005;5
"64";7,33450861886898e-64;8,49673955714564e-45;1,70431864090342e-38;9,3023073058117e-59;1;5
"65";6,98326771139952e-22;1,71011463333848e-56;1;2,89682563453882e-16;1,66181843974356e-39;3
"66";1,34356217932586e-157;5,24484457790643e-46;4,77885951276528e-239;1,85945862752329e-274;1;5
"67";6,54766525811533e-159;3,08932956096221e-47;2,17647711877248e-239;2,37839286697121e-271;1;5
"68";6,77135449828829e-157;3,59536074334101e-44;1,34905570856665e-243;3,93733503371356e-275;1;5
"69";1,5635632766754e-157;7,20233795519612e-44;1,62575911922333e-251;2,03334968041829e-270;1;5
"70";8,43819384642221e-261;1;0;0;1,01452794185411e-34;2
"71";2,95644633990298e-51;2,17822306272191e-19;2,02794346206491e-106;1,34378914147338e-117;1;5
"72";4,37917777914625e-23;0,999999999996254;1,23712932210633e-114;1,16074516671756e-32;3,74599572625533e-12;2
"73";1;9,62319588241027e-16;4,70161787208069e-110;2,16201971046427e-44;9,5958292291123e-42;1
"74";4,51069575284556e-26;1;1,67765945674460e-285;7,00586059703611e-197;3,48121210342862e-76;2
"75";3,92585107183224e-64;6,24822621823786e-17;1,1566524776628e-126;5,71023958446538e-110;1;5
"76";1;2,68812609011443e-33;1,05277738338128e-50;5,04461754620932e-20;9,52346294332657e-43;1
"77";1,20498193431086e-11;1,41074020266118e-33;4,6907839526565e-27;0,99999999998795;5,2346370500347e-24;4
"78";8,58959833577981e-30;3,27073362714157e-23;1,25663737976376e-41;0,999993176324784;6,82367521578949e-06;4
"79";1,30884019333272e-42;1;1,00865061805517e-296;8,22670045245585e-203;5,03596162839593e-76;2
"80";1,43788121580433e-20;2,80052985099063e-44;1;7,87288491719515e-38;1,20333277941882e-22;3
"81";0,999999699429533;1,29677137661354e-36;1,7395192374923e-12;3,00568727840788e-07;7,14327923153198e-34;1
"82";4,40025120777999e-49;1;5,24014288673598e-214;4,07064778079506e-151;2,22090292272238e-27;2
"83";8,49359976909664e-47;2,01496091161157e-61;1;1,08911841156069e-63;1,23673783154919e-23;3
"84";1;1,68629056346351e-37;4,840161443567e-27;2,75544262713573e-32;2,49210202568083e-41;1
"85";1;5,26938012725681e-37;1,81986235416824e-43;1,15374415659967e-51;1,04848480649517e-48;1
"86";0,999999999999986;1,44954212910078e-14;5,54174624169742e-94;5,09763165427125e-55;1,80044863900064e-30;1
"87";7,70436118470783e-34;1;0;8,47071013475595e-145;3,60473069306444e-96;2
"88";1,43866731312362e-58;2,58690111003491e-41;1,84217516480314e-39;1,06131619093452e-37;1;5
"89";1,42015883583326e-167;1;0;0;2,3552397095971e-111;2
"90";1;5,32395876284871e-23;2,41093240320689e-61;1,03046014276597e-55;1,27872150036425e-31;1
"91";1,2443490286345e-25;1,43205385806823e-20;2,73168513614492e-56;1,69762682864111e-25;1;5
"92";2,06753570819998e-41;4,69352342245038e-55;1;7,83423615946378e-54;3,75276282288834e-20;3
"93";2,29276944551019e-38;1;0;3,62782327775886e-209;6,20564541849061e-109;2
"94";3,94349872126637e-13;1,70889294369356e-30;1,35565518204592e-51;0,999999999999606;2,55543660362849e-31;4
"95";1,68754830681903e-27;1,85637107742357e-52;3,19165541262494e-45;1;2,57767195379844e-47;4
"96";2,04474371352745e-251;1;0;0;9,87359505415085e-178;2
"97";2,26194455596653e-27;6,64009221326171e-46;8,27562182782689e-61;1;6,94053405274682e-46;4
"98";1,2810993836131e-60;5,74518965181871e-24;2,21962057940736e-111;6,06939329696206e-83;1;5
"99";9,26664673829639e-30;3,36550585438239e-49;1,08325776851220e-54;1;1,37276906553859e-43;4
"100";1,01378024715404e-30;1,59025614890528e-53;9,8811439429403e-48;1;4,62200007755614e-47;4
