"";"1";"2";"3";"4";"5";"class"
"MS";2,0431779991876e-14;0,999988364914715;8,7828772229718e-27;1,39026103721521e-25;1,16350852642217e-05;2
"MO";0,0006921742863976;9,28396169794278e-08;0,00113704269185483;0,997632277426828;0,000538412755302492;4
"MT";2,61186562104324e-05;8,49682474079087e-20;0,99922086072045;8,3551281592744e-07;0,000752185110523567;3
"NE";1,22091995065559e-05;2,77909304650044e-27;0,999983367053071;8,54372628892076e-10;4,4228930497131e-06;3
"NV";3,22381426411366e-07;1,29880276010207e-23;1,41790798513905e-05;2,07692939261467e-08;0,999985477769428;5
"NH";3,69484371135438e-07;2,51244021464139e-22;0,999993780501924;4,08798162243251e-08;5,80913388812717e-06;3
"NJ";0,00106964162320243;8,05465850478107e-17;0,00203682028210457;0,996502579929097;0,000390958165595821;4
"NM";0,00201124567864251;0,0216432964546443;3,02484486264179e-06;5,5269620168828e-09;0,976342427494889;5
"NY";1,07580742934263e-05;3,27094202486171e-15;9,49861223663686e-14;0,000198180029106867;0,999791061896501;5
"NC";6,93639310360288e-10;0,999987474581533;1,70915749913104e-16;1,22864704526437e-10;1,25246019629153e-05;2
"ND";3,07536012481350e-07;1,65120039694414e-29;0,99981967363295;4,72625372859166e-11;0,000180018783774253;3
"OH";1,41120830296117e-05;2,3408870095298e-15;4,95298141221032e-05;0,999822878580361;0,000113479522484441;4
"OK";0,555623485204075;2,74195483700772e-07;0,423138431411644;0,0162399745960072;0,00499783459278999;1
"OR";0,961894683372007;1,48045575684685e-21;0,037359617403546;1,49459499685053e-07;0,000745549764947628;1
"PA";1,11709767594037e-05;5,87421613320107e-13;1,69435421637831e-05;0,999216771797053;0,000755113683435955;4
"RI";0,00147835273491002;4,25864994610332e-14;0,997906568361362;9,88223059466744e-06;0,000605196673090574;3
"SC";6,63937818467512e-14;0,99999602732071;1,51618400724896e-24;7,68895089564397e-21;3,97267922460632e-06;2
"SD";7,60568227837195e-08;1,78921232901378e-25;0,999993696307268;4,20691104517607e-11;6,22759383961512e-06;3
"TN";4,78252460726454e-07;0,999966719946712;1,08424051922164e-12;2,08557908923385e-08;3,27809439518291e-05;2
"TX";3,63484712472564e-07;6,40862435578098e-10;3,25528233710793e-20;1,61170741098473e-16;0,999999635874425;5
"UT";8,22256682493113e-05;1,10819875083253e-28;0,999705981192798;7,43941763872592e-13;0,000211793138208976;3
"VT";1,17267056704704e-06;1,25224404614196e-19;0,99997846240368;3,32492325838717e-08;2,03316765205472e-05;3
"VA";0,00275169711375016;7,04538956528194e-05;1,90356522707075e-06;0,996032612598477;0,00114333282689284;4
"WA";0,997591045967099;1,67533086438507e-23;0,00164940862833575;1,0709723763288e-07;0,00075943830732772;1
"WV";1,36367336137355e-05;0,997082413309815;4,27120894016892e-07;9,7976671339489e-07;0,00290254306896424;2
"WI";8,78806542226777e-06;1,41138380524042e-23;0,999979913581735;1,59429623355318e-06;9,70405660935812e-06;3
"WY";2,07206286568576e-05;7,2126690779278e-21;0,996891255438797;4,99572601354874e-06;0,00308302820653294;3
